0,1.153271616,2.256494996,1.640397485,1.98765973,1.780005105,2.196297849,2.971844793,0.404337604,1.82758742,2.480480167,2.682872188,0.891903567,1.675973635,,,,,,,,
1.153271616,0,2.204274471,0.944152768,1.645457271,0.626733489,1.85409539,2.597917834,1.255170946,1.485384961,1.327208551,2.340669729,0.609363845,0.979728919,,,,,,,,
2.256494996,2.204274471,0,1.749140227,1.207208221,2.555411293,0.823638264,1.570615808,1.852157392,1.047135911,2.84424979,0.713156188,2.526829333,1.412427511,,,,,,,,
1.640397485,0.944152768,1.749140227,0,0.849360179,1.294682516,1.211079188,1.653765065,1.714959413,0.842368759,1.125438551,1.697653527,1.266707631,0.336712716,,,,,,,,
1.98765973,1.645457271,1.207208221,0.849360179,0,1.842906128,0.388418296,0.984185063,1.583322125,0.16007231,1.647880924,0.874992635,1.968012133,0.665728352,,,,,,,,
1.780005105,0.626733489,2.555411293,1.294682516,1.842906128,0,2.205232213,1.974109044,1.881904435,1.836521783,0.700475062,2.544942278,0.938836809,1.330865741,,,,,,,,
2.196297849,1.85409539,0.823638264,1.211079188,0.388418296,2.205232213,0,1.344033959,1.791960245,0.368710429,2.03629922,0.486574339,2.176650253,0.874366472,,,,,,,,
2.971844793,2.597917834,1.570615808,1.653765065,0.984185063,1.974109044,1.344033959,0,2.567507188,1.144257373,1.273633982,0.857459621,2.912945852,1.620991732,,,,,,,,
0.404337604,1.255170946,1.852157392,1.714959413,1.583322125,1.881904435,1.791960245,2.567507188,0,1.423249815,2.582379497,2.278534583,1.296241171,1.750535564,,,,,,,,
1.82758742,1.485384961,1.047135911,0.842368759,0.16007231,1.836521783,0.368710429,1.144257373,1.423249815,0,1.807953233,0.855284768,1.807939824,0.505656042,,,,,,,,
2.480480167,1.327208551,2.84424979,1.125438551,1.647880924,0.700475062,2.03629922,1.273633982,2.582379497,1.807953233,0,2.131093602,1.639311871,1.462151267,,,,,,,,
2.682872188,2.340669729,0.713156188,1.697653527,0.874992635,2.544942278,0.486574339,0.857459621,2.278534583,0.855284768,2.131093602,0,2.663224591,1.36094081,,,,,,,,
0.891903567,0.609363845,2.526829333,1.266707631,1.968012133,0.938836809,2.176650253,2.912945852,1.296241171,1.807939824,1.639311871,2.663224591,0,1.302283781,,,,,,,,
1.675973635,0.979728919,1.412427511,0.336712716,0.665728352,1.330865741,0.874366472,1.620991732,1.750535564,0.505656042,1.462151267,1.36094081,1.302283781,0,,,,,,,,
